Category,Emotion,Input_query,Response,Sentiment
Security check related queries,Anger,Why dont the authority opens more security checkpoints to avoid crowding? ,Your suggestion is recorded. The authority will surely look into it. For the time being please cooperate with the security check to easen the process. ,Negative
Security check related queries,Anger,Why don't the authorities expand the number of security checkpoints to reduce congestion?,Your suggestion is recorded. The authority will surely look into it. For the time being please cooperate with the security check to easen the process. ,Negative
Security check related queries,Anger,Why don't more security checkpoints be opened by the authority to prevent crowding?,Your suggestion is recorded. The authority will surely look into it. For the time being please cooperate with the security check to easen the process. ,Negative
Security check related queries,Anger,Why doesn't the authorities establish additional security checks to reduce congestion?,Your suggestion is recorded. The authority will surely look into it. For the time being please cooperate with the security check to easen the process. ,Negative
Security check related queries,Anger,Why doesn't the government establish more security checks to prevent crowding?,Your suggestion is recorded. The authority will surely look into it. For the time being please cooperate with the security check to easen the process. ,Negative
Security check related queries,Anger,Why don't the airport authority opens greater security designated spots to abstain from swarming?,Your suggestion is recorded. The authority will surely look into it. For the time being please cooperate with the security check to easen the process. ,Negative
Security check related queries,Anger,All my belongings were taken out just to remove the powerbank from the bag. This is disgusting! ,"We apologise for the delay, if any. Security check is for everyone's safety. Hope you understand and cooperate with the personnels with a smile. It will make their as well as your day positive. ",Negative
Security check related queries,Anger,"Just to get the powerbank out of the bag, I had to take everything out. This is abhorrent!","We apologise for the delay, if any. Security check is for everyone's safety. Hope you understand and cooperate with the personnels with a smile. It will make their as well as your day positive. ",Negative
Security check related queries,Anger,"Just to get the powerbank out of the bag, I had to remove all of my possessions. This is repulsive!","We apologise for the delay, if any. Security check is for everyone's safety. Hope you understand and cooperate with the personnels with a smile. It will make their as well as your day positive. ",Negative
Security check related queries,Anger,"Just to get the powerbank out of the bag, my entire possessions were removed. It's repulsive!","We apologise for the delay, if any. Security check is for everyone's safety. Hope you understand and cooperate with the personnels with a smile. It will make their as well as your day positive. ",Negative
Security check related queries,Anger,Every things of my effects were taken out to eliminate the powerbank from the pack. This is appalling!,"We apologise for the delay, if any. Security check is for everyone's safety. Hope you understand and cooperate with the personnels with a smile. It will make their as well as your day positive. ",Negative
Security check related queries,Anger,There were very few tray to put all my electronic items. How I am supposed to carry them along? ,Your suggestion is recorded. The authority will surely look into it. For the time being please cooperate with the security check to easen the process. ,Negative
Security check related queries,Anger,There weren't enough trays available to hold all of my electrical equipment. How am I expected to transport them?,Your suggestion is recorded. The authority will surely look into it. For the time being please cooperate with the security check to easen the process. ,Negative
Security check related queries,Anger,Only a few trays were available to hold all of my technological equipment. How exactly am I expected to move them along?,Your suggestion is recorded. The authority will surely look into it. For the time being please cooperate with the security check to easen the process. ,Negative
Security check related queries,Anger,There were very few trays available to hold all of my technological equipment. What's the proper way for me to take them through the security?,Your suggestion is recorded. The authority will surely look into it. For the time being please cooperate with the security check to easen the process. ,Negative
Security check related queries,Anger,There were not very many plate to put all my electronic things. How I should convey them along?,Your suggestion is recorded. The authority will surely look into it. For the time being please cooperate with the security check to easen the process. ,Negative
Security check related queries,Neutral,"Security must not be compromised at any cost. The airport's security seems nice and active. I have seen at many airports, the security check is very loose sometimes. ",Security is the utmost important aspect for the authorities and we assure every passenger's safety. We can never compromise on our values related to the passenger's security. Be assured! ,Neutral
Security check related queries,Neutral,"At all costs, security cannot be compromised. Security at the airport appears kind and proactive. I've noticed that sometimes the security check is pretty lax at airports.",Security is the utmost important aspect for the authorities and we assure every passenger's safety. We can never compromise on our values related to the passenger's security. Be assured! ,Neutral
Security check related queries,Neutral,"At no cost should security be compromised. Airport security appears kind and responsive. The security check is occasionally exceedingly lax, as I have observed at numerous airports.",Security is the utmost important aspect for the authorities and we assure every passenger's safety. We can never compromise on our values related to the passenger's security. Be assured! ,Neutral
Security check related queries,Neutral,"At all costs, security must be maintained. Security at the airport appears kind and responsive. The security check can be quite lax at times, as I have observed at numerous airports.",Security is the utmost important aspect for the authorities and we assure every passenger's safety. We can never compromise on our values related to the passenger's security. Be assured! ,Neutral
Security check related queries,Neutral,"Security must never be compromised. The security at the airport seems kind and proactive. The security check is occasionally fairly lax, as I have observed at several airports.",Security is the utmost important aspect for the authorities and we assure every passenger's safety. We can never compromise on our values related to the passenger's security. Be assured! ,Neutral
Security check related queries,Neutral,Security must not be compromised under any circumstances. The airport's security appears to be pleasant and active. I've noticed that security checks are sometimes lax at airports.,Security is the utmost important aspect for the authorities and we assure every passenger's safety. We can never compromise on our values related to the passenger's security. Be assured! ,Neutral
Security check related queries,Neutral,Security must not be compromised at any cost. The airport's security appears to be friendly and active. I've noticed that security checks at airports can be lax at times.,Security is the utmost important aspect for the authorities and we assure every passenger's safety. We can never compromise on our values related to the passenger's security. Be assured! ,Neutral
Security check related queries,Neutral,Security must never be compromised. Security at the airport appears to be pleasant and active. The security check at many airports is sometimes very lax.,Security is the utmost important aspect for the authorities and we assure every passenger's safety. We can never compromise on our values related to the passenger's security. Be assured! ,Neutral
Baggage tag related queries,Stress,"Announcement for my flight is going-on, I have to send my bag as a check-in baggage. Where should I go?",Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Stress,"My flight announcement is currently in progress, and I must send my luggage as check-in baggage. What should I do next?",Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Stress,"I have to send my luggage as check-in baggage, according to the announcement for my flight. How should I proceed?",Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Stress,"I must send my bag as check-in baggage, according to the airline announcement. Where do I go from here? I am a bit nervous now as it's getting late. ",Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Stress,"Declaration for my flight is going-on, I need to send my pack as a registration stuff. Where would it be advisable for me to go?",Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Stress,"Is a baggage tag mandatory? Actually, I am already very late. Can I take this bag with me to the cabin? It is only a little heavier than the allowed weight in the cabin",Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Stress,Is a luggage tag required? I am actually running quite late. Can I bring this bag to the cabin with me? It barely exceeds the weight limit for the cabin.,Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Stress,"Is a luggage tag necessary? In fact, I'm already running late. Is it okay if I bring this luggage to the cabin? It is only little heavier than the maximum weight permitted in the cabin.",Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Stress,Do I need to have a luggage tag? I am already running late already. Should I be able to bring this bag to the cabin? Only a small amount more weight than the cabin's maximum is permitted.,Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Stress,"Is a bag label compulsory? All things considered, I'm now extremely late. Could I at any point take this pack with me to the cabin? It is just somewhat heavier than the permitted weight in the cabin.",Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Stress,"I lost my baggage tag somewhere on the airport, what should I do? ",Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Stress,"What should I do, I lost my baggage tag somewhere in the airport?",Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Stress,"What should I do now, I accidentally lost my baggage tag at the airport? Oh god! It's getting late.",Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Stress,"How should I proceed, I misplaced my baggage tag at the airport? ",Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Stress,"I lost my stuff label some place on the air terminal, how would it be advisable for me to respond? Be quick, I have to leave for the terminal.",Every check-in bag needs to be tagged first. Kindly make your way to the baggage tag section. It will be done within few minutes.,Negative
Baggage tag related queries,Happy,"Since I am going abroad for the first time, I forgot to tag my luggage in the excitment.",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"In my excitement to travel abroad for the first time, I neglected to tag my luggage. Not intentionally obviously. ",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,I forgot to tag my luggage in the excitement of travelling abroad for the first time.,We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,I forgot to tag my bags in my excitement because this is my first time travelling abroad.,We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"Since I'm traveling to another country interestingly, I forget to label my baggage in the excitment.",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"In my excitement to travel abroad for the first time, the task of getting my luggage tagged just slipped out of my mind. ",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"It is my first time boarding the flight, I am happy and excited. I dont know how to get my baggage to the flight. Could you please help me. ",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,I'm thrilled and excited as I board the plane for the first time. I have no idea how to transport my luggage to the flight. Would you kindly assist me.,We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"Since this is my first trip on the plane, I am happy and eager. I have no idea how to get my luggage aboard the plane. Please, could you assist me.",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,I'm thrilled and excited to be boarding the aircraft for the first time. How am I supposed to carry my luggage to the plane? Please lend a hand if you can.,We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"It is my most memorable time loading onto the flight, I'm blissful and energized. I dont know how to get my stuff to the flight. Might you at any point kindly assistance me.",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"Each and every process related to the boarding are so smooth here. It is good to see the changes. Anyways, I have my boarding pass in hand. What is the next step? ",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"Everything about the boarding process is very easy here. The improvements are welcome. I do, however, possess my boarding pass. What comes after that?",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"Every step of the boarding process is carried out here with such ease. The modifications are welcome. Anyway, I've got my boarding pass with me. What should be done next?",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"This place has such a smooth boarding process in every single way. The modifications are positive. Nevertheless, I am holding my boarding pass. What should we do after that?",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"Every step of the boarding process is very easy here. The adjustments are welcome. Anyway, I've got my boarding pass in hand. What comes next?",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,Every single interaction connected with the boarding are so smooth here. Seeing the changes is great. I have my ticket close by. What is the subsequent stage?,We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,The airport is humongous and so clean. It feels so good here. Do I need to do anything with my luggage or just have to give it as a check-in luggage at the counter?,We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"The airport is huge and immaculate. Here, it feels wonderful. Is there anything I need to do with my luggage, or can I just check it in at the desk?",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"Huge and immaculate, the airport is enormous. The sensation is wonderful. Do I have to do anything with my luggage, or can I just check it in at the counter?",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"Large and immaculate, the airport is huge. This place is really comfortable. Does my luggage need to be prepared in any way, or can I just check it in at the desk?",We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,The air terminal is humongous thus perfect. It feels better here. Do I have to do anything with my baggage or simply need to give it as a registration gear at the counter?,We are happy to have you onboard. Please get your luggage tagged at the baggage tag section and enjoy your journey.,Positive
Baggage tag related queries,Happy,"The airport assistance is so well organized here. I have some queries related to my baggage tag, where can I get them solved?","If you have any query related to the luggage tag, kindly go to the baggage tag section. All queries will be resolved there. Enjoy your time at the airport.",Positive
Baggage tag related queries,Happy,The help at the airport is incredibly well-run. Where can I find answers to my questions about my luggage tag?,"If you have any query related to the luggage tag, kindly go to the baggage tag section. All queries will be resolved there. Enjoy your time at the airport.",Positive
Baggage tag related queries,Happy,It's amazing how well-organized the airport assistance is. Where can I go to get answers to my baggage tag-related questions?,"If you have any query related to the luggage tag, kindly go to the baggage tag section. All queries will be resolved there. Enjoy your time at the airport.",Positive
Baggage tag related queries,Happy,There is such excellent organisation in the airport assistance. Where can I go to find answers to questions I have about my luggage tag?,"If you have any query related to the luggage tag, kindly go to the baggage tag section. All queries will be resolved there. Enjoy your time at the airport.",Positive
Baggage tag related queries,Happy,This airport's help is incredibly well-organized. Where can I find answers to questions I have about my luggage tag?,"If you have any query related to the luggage tag, kindly go to the baggage tag section. All queries will be resolved there. Enjoy your time at the airport.",Positive
Baggage tag related queries,Happy,"The air terminal help is so efficient here. I have a few questions connected with my stuff tag, where might I at any point get them settled?","If you have any query related to the luggage tag, kindly go to the baggage tag section. All queries will be resolved there. Enjoy your time at the airport.",Positive
Baggage tag related queries,Sad,"My son has torn the tag on the bag. We are going on vacation after very long, don't want to ruin my vacation due to this. What should I do now? Is this torn tag allowed?","Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,"After so long my family planned a trip but I was told at the check-in counter that my luggage tag have some issue. What should I do now? I will be late for the flight, if this do not resolved soon. ","Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,My luggage tag has some issue as told by the person on the check-in counter. Why this is happening?,"Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,"I was so happy for this journey, but I am facing issues at every step. After passing every hurdle, now comes the problem with my luggage tag. I am tired of this now.","Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,"The bag's tag has been taken off by my son. We are finally going on vacation, so I don't want to let anything ruin it. Now what should I do? Is this ripped tag acceptable?","Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,"The tag on the bag has been torn by my son. We are taking our first vacation in a very long time, so I don't want to let anything ruin it. Now what do I need to do? Is it okay if this tag is torn?","Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,The bag's tag was ripped off by my son. I don't want to let this ruin my vacation as we are taking a much-needed break. Now what do I do? Can I use this torn tag?,"Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,"My family finally organized a trip after a long time, however at the check-in desk I was informed that my luggage tag had a problem. Now what should I do? If this is not fixed quickly, I will be late for the flight.","Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,"My family had finally scheduled a trip, but when I checked in, the check-in agent informed me that my luggage tag had a problem. Now what do I need to do? If this is not handled quickly, I will miss my flight.","Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,"My family had finally organised a trip, but when I arrived at the check-in desk, I was informed that my luggage tag had a problem. What should I do right now? If this doesn't get fixed soon, I'll be running late for the fly.","Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,The guy at the check-in counter informed me that my luggage tag has a problem. Why is this taking place? I have a problem with my luck only. ,"Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,The guy at the check-in counter informed me that my luggage tag has a problem. Why is this taking place? My day seems to be going poorly.,"Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,"According to the guy at the check-in counter, my luggage tag has a problem. Why is this occurring? I'm having a rough day, it seems.","Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,The clerk at the check-in counter informed me that there was a problem with my luggage tag. What's going on and why? I feel as though my day is going poorly.,"Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,"I was so excited to start my quest, but I am running into problems at every turn. After overcoming every obstacle, the issue with my luggage tag suddenly arises. I've had enough of this.","Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,"I was so excited to go on this quest, but I keep running into problems. After overcoming every obstacle, my luggage tag now presents a challenge. Now when I've had enough,","Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,"Even though I was quite excited to embark on this voyage, problems keep cropping up. The issue with my luggage tag now arises after overcoming every obstacle. This is suddenly making me ill.","Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Sad,"I was so glad for this excursion, however I'm confronting issues at each step. Subsequent to passing every obstacle, presently comes the issue with my gear tag. I'm worn out on this at this point.","Don’t worry. Every problem has a stepwise solution defined. Go to the baggage tag section with your query, everything will be resolved there.",Negative
Baggage tag related queries,Anger,"I don't know why my tag has some issue. I followed the same process as others, then why only my tag has issue. This is disgusting!",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"I have no idea why my tag is having a problem. I used the same procedure as everyone else, therefore why does my tag have a problem? This is abhorrent!",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"I have no idea why my tag is malfunctioning. I used the same procedure as everyone else, so why is it that only my tag is flawed? This is repulsive!",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"Why my tag has a problem, I have no idea. Why does only my tag have a problem when I followed the same procedure as everyone else? It's repulsive!",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"I have no idea why there is a problem with my tag. I used the same procedure as everyone else, so why does only my tag have a problem? This is revolting!",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"I don't have the foggiest idea why my tag has some issue. I followed similar cycle as others, why just my tag has issue. This is sickening!",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"Why luggage check-in and tagging are at two different places? And after following all the procedures, at last the check-in counter says that my tag is invalid. Is it my fault! Why a passenger should suffer?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"Why are the locations for luggage check-in and tagging different? After completing all the steps, the check-in counter finally informs me that my tag is invalid. Am I at fault? Why should a passenger endure pain?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"Why are the locations for checking in luggage and labelling it different? Finally, the check-in counter informs me that my tag is invalid after I have followed all the steps. Do I deserve this? Why should a passenger suffer?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"Why are the luggage check-in and tagging locations different? The check-in counter finally informs me that my tag is invalid despite following all the steps. If so, It's kind of unacceptable! Why should the traveller endure pain?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"Why are the locations for checking in luggage and tagging different? Finally, the check-in counter informs me that my tag is invalid despite following all the steps. Is it my fault! Why should a passenger endure suffering?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"Why baggage registration and labeling are at two places? Also, in the wake of following every one of the methods, finally the registration counter says that my tag is invalid. Is it my shortcoming! Why a traveler ought to endure?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"If tag is not working, they should handle the problem on their own. A passenger should not go from counter to counter for resolving the issue. ",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"They ought to solve the issue themselves if tag isn't working. To resolve the issue, a traveller shouldn't move from counter to counter.",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"They should solve the issue on their own if tag isn't working. When trying to solve a problem, a traveller shouldn't move from counter to counter.",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,They must solve the issue on their own if tag is not functioning. Going from counter to counter to solve the problem is not appropriate.,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"They should solve the issue themselves if tag isn't working. In order to resolve the issue, a passenger shouldn't move from counter to counter.",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"On the off chance that tag isn't working, they ought to deal with the issue all alone. A traveler shouldn't go from one counter to another for settling the issue.",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"Am i supposed to do this only! First go to the tag section, then go to the check-in section and then they find some issue with the tag. Is this a kind of loop?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"Is this all I'm meant to do? They check the check-in area first, then the tag section, and finally discover a problem with the tag. Is this a loop of some kind?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"Am I only supposed to do this? They first check the tag part, then the check-in section, and finally they discover a problem with the tag. Is this some sort of loop?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,Should I only perform this! A problem with the tag is discovered after visiting the tag area and the check-in section. Is there a loop here?,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"Do I only have to do this? They check the check-in area first, then the tag part, and finally they discover a problem with the tag. Is this some type of loop?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"Am I expected to just do this! First go to the label segment, then go to the registration area and afterward they discover some issue with the tag. Is this a sort of circle?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,I am facing issue with my tag. There is a long queue at the luggage tag section. What am I supposed to do? Who will be responsible if I miss my flight due to authority's mismanagment. ,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"My tag is giving me trouble. The line to get a luggage tag is rather long. What's expected of me? If the authorities make a mistake and I miss my flight, who will be held accountable?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,I have a problem with my tag. The line at the luggage tag department is really long. How should I proceed? Who will be held accountable if I miss my flight because the authorities acted improperly.,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"There is a problem with my tag. At the luggage tag department, there is a big line. I don't know what to do. If the airport authority makes a mistake that causes me to miss my flight, who will be held accountable?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"My tag is giving me problems. The line at the luggage tag area is really long. What should I do? If the airport officials makes a mistake and I miss my flight, who will be held accountable?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,I'm confronting issue with my tag. There is a long line at the gear label segment. What am I expected to do? Who will be mindful assuming I fail to catch my plane because of power's mismanagement.,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,This is ridiculous! How can they provide invalid tags to the passenger?  ,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,The absurdity of this is that how can they give the passenger tags that are invalid?,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,I find this absurd! How are the passenger's tags provided to be invalid?,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,What an absurd situation! How are passengers supposed to receive tags that are invalid?,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,This is absurd! How are they able to give the passenger tags that are invalid?,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,This is ludicrous! How might they give invalid labels to the traveler?,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,The code on my tag is not readable by the scanner. Why not all these things are handled at the same place? ,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,The scanner cannot read the code on my tag. Why aren't these issues handled in one location?,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,My tag's code cannot be read by the scanner. Why can't all of these things be addressed in one location?,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,The scanner is unable to read the code on my tag. Why can't these issues be resolved in one location?,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,The scanner cannot decipher the code on my tag. Why aren't these matters handled in one location?,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,The code on my tag isn't comprehensible by the scanner. Why not everything are dealt with at a similar spot?,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,My flight is about to depart and the luggage tag is unscannable by the system. This is simply unacceptable! What is my fault in all this? ,We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
Baggage tag related queries,Anger,"My flight is set to take off, but the system cannot read the luggage tag. Simply put, this is unacceptable! What did I do wrong in all of this?",We regret for the inconvinience and ask for your cooperation. All queries related to the tag will be handled at the baggage tag section.,Negative
